,id,type,geometry_name,geometry.type,geometry.coordinates,properties.longitude,properties.latitude,properties.satelite,properties.pais,properties.estado,properties.municipio,properties.data_hora_gmt,properties.risco_fogo,properties.precipitacao,properties.numero_dias_sem_chuva
119,focos_ams_24h.598df5ba-7371-3639-b020-7b7ca6ee1e28,Feature,geom,Point,"[-73.54, 4.0]",-73.54,4.0,GOES-16,Colombia,Meta,Villavicencio,2021-12-30T17:05:56+00:00,,,
120,focos_ams_24h.ddc003fe-79c2-3350-b8ad-30e296e855bb,Feature,geom,Point,"[-74.14, 0.55]",-74.14,0.55,GOES-16,Colombia,Caquetá,Cartagena del Chairá,2021-12-30T17:05:33+00:00,,,
121,focos_ams_24h.c0e18e22-5b29-39e7-ab49-bd065ac48aa4,Feature,geom,Point,"[-68.56, 6.6]",-68.56,6.6,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:56:14+00:00,,,
122,focos_ams_24h.e47d4c5e-721a-31b0-b3f4-379099adb38f,Feature,geom,Point,"[-68.52, 6.67]",-68.52,6.67,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:56:14+00:00,,,
123,focos_ams_24h.023b633f-3ff3-37e6-ab4b-1ce300617717,Feature,geom,Point,"[-70.95, 5.31]",-70.95,5.31,GOES-16,Colombia,Casanare,Trinidad,2021-12-30T16:56:06+00:00,,,
124,focos_ams_24h.e3226908-5142-301f-a1a9-a4a208b393a0,Feature,geom,Point,"[-70.76, 5.53]",-70.76,5.53,GOES-16,Colombia,Casanare,Paz de Ariporo,2021-12-30T16:56:06+00:00,,,
125,focos_ams_24h.d306e88a-a1f5-3255-ae40-226933700fc9,Feature,geom,Point,"[-72.05, 5.11]",-72.05,5.11,GOES-16,Colombia,Casanare,Yopal,2021-12-30T16:56:03+00:00,,,
126,focos_ams_24h.602471f2-7f87-3073-a2a9-7f12d247964f,Feature,geom,Point,"[-71.92, 3.52]",-71.92,3.52,GOES-16,Colombia,Meta,Puerto Gaitán,2021-12-30T16:55:53+00:00,,,
127,focos_ams_24h.405872da-fc54-34a7-9a95-e70bd3eb26ce,Feature,geom,Point,"[-71.9, 3.54]",-71.9,3.54,GOES-16,Colombia,Meta,Puerto Gaitán,2021-12-30T16:55:53+00:00,,,
128,focos_ams_24h.507c5a67-3bbe-3958-bbce-7a7c88d05f17,Feature,geom,Point,"[-73.94, 1.47]",-73.94,1.47,GOES-16,Colombia,Caquetá,San Vicente del Caguán,2021-12-30T16:55:39+00:00,,,
129,focos_ams_24h.59ef9dcf-795a-3eb5-8038-135dc85fee58,Feature,geom,Point,"[-75.47, -0.02]",-75.47,-0.02,GOES-16,Colombia,Putumayo,Puerto Leguízamo,2021-12-30T16:55:29+00:00,,,
130,focos_ams_24h.12d21e19-e9d3-3dba-9919-7613d215fc6a,Feature,geom,Point,"[-75.49, -0.02]",-75.49,-0.02,GOES-16,Colombia,Putumayo,Puerto Leguízamo,2021-12-30T16:55:29+00:00,,,
131,focos_ams_24h.0c54deb3-40ab-3358-87d8-ac84a58f9c0d,Feature,geom,Point,"[-53.49, -1.45]",-53.49,-1.45,GOES-16,Brasil,PARÁ,PRAINHA,2021-12-30T16:55:18+00:00,,,
132,focos_ams_24h.40211d52-1c3a-3098-96dc-b9fe6159944e,Feature,geom,Point,"[-53.47, -1.44]",-53.47,-1.44,GOES-16,Brasil,PARÁ,ALMEIRIM,2021-12-30T16:55:18+00:00,,,
133,focos_ams_24h.eccd8153-cd6b-3eb6-a595-0a3133c737e2,Feature,geom,Point,"[-53.49, -1.44]",-53.49,-1.44,GOES-16,Brasil,PARÁ,PRAINHA,2021-12-30T16:55:18+00:00,,,
134,focos_ams_24h.06f8df9e-6248-36a9-9125-83782201d099,Feature,geom,Point,"[-68.5, 6.67]",-68.5,6.67,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:46:12+00:00,,,
135,focos_ams_24h.3d0ba575-45d1-3bab-9189-f0afaf9adfd8,Feature,geom,Point,"[-68.52, 6.67]",-68.52,6.67,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:46:12+00:00,,,
136,focos_ams_24h.1ae22282-a931-343b-9e5a-6582452f9e91,Feature,geom,Point,"[-68.52, 6.69]",-68.52,6.69,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:46:12+00:00,,,
137,focos_ams_24h.2c7fbca6-d85f-3732-a104-32b9bb4cb6b3,Feature,geom,Point,"[-70.74, 5.53]",-70.74,5.53,GOES-16,Colombia,Casanare,Paz de Ariporo,2021-12-30T16:46:07+00:00,,,
138,focos_ams_24h.5acb50e9-d42a-36aa-bdc9-9d39a6d8cecc,Feature,geom,Point,"[-70.76, 5.53]",-70.76,5.53,GOES-16,Colombia,Casanare,Paz de Ariporo,2021-12-30T16:46:07+00:00,,,
139,focos_ams_24h.791b0ec8-96cb-34d2-b50e-eda1fae080ed,Feature,geom,Point,"[-70.75, 4.82]",-70.75,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:46:02+00:00,,,
140,focos_ams_24h.049b867f-4de9-379c-bfe2-dd3842039ee2,Feature,geom,Point,"[-70.79, 4.82]",-70.79,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:46:02+00:00,,,
141,focos_ams_24h.0644ea0f-a1dc-3ae3-b43b-c39e824aa6ca,Feature,geom,Point,"[-70.77, 4.82]",-70.77,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:46:02+00:00,,,
142,focos_ams_24h.b4e48f95-d403-351f-9055-f0afeb31d006,Feature,geom,Point,"[-70.75, 4.84]",-70.75,4.84,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:46:02+00:00,,,
143,focos_ams_24h.861e16aa-6fa7-3410-8721-49aab332c92e,Feature,geom,Point,"[-70.77, 4.84]",-70.77,4.84,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:46:02+00:00,,,
144,focos_ams_24h.41d7272d-ebb1-3b79-b780-d95d8c237ea9,Feature,geom,Point,"[-74.14, 0.53]",-74.14,0.53,GOES-16,Colombia,Caquetá,Cartagena del Chairá,2021-12-30T16:45:33+00:00,,,
145,focos_ams_24h.8760f51b-a7d4-3ed2-8488-1fb37874672d,Feature,geom,Point,"[-53.49, -1.44]",-53.49,-1.44,GOES-16,Brasil,PARÁ,PRAINHA,2021-12-30T16:45:20+00:00,,,
146,focos_ams_24h.87133c54-f094-3b5d-b368-61c6350c6b9b,Feature,geom,Point,"[-68.52, 6.69]",-68.52,6.69,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:36:14+00:00,,,
147,focos_ams_24h.9f365448-adc2-37a6-bbc6-9560734975dc,Feature,geom,Point,"[-68.5, 6.69]",-68.5,6.69,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:36:14+00:00,,,
148,focos_ams_24h.fb7a6d0d-9ba2-345d-92f1-1bee654fc6e4,Feature,geom,Point,"[-67.3, 6.1]",-67.3,6.1,GOES-16,Venezuela,Amazonas,Atures,2021-12-30T16:36:09+00:00,,,
149,focos_ams_24h.71656aa1-292e-3005-8fa5-0a28938579dc,Feature,geom,Point,"[-70.76, 5.53]",-70.76,5.53,GOES-16,Colombia,Casanare,Paz de Ariporo,2021-12-30T16:36:06+00:00,,,
150,focos_ams_24h.79588305-01cf-3ef2-af3a-cfeed035ceeb,Feature,geom,Point,"[-70.74, 5.53]",-70.74,5.53,GOES-16,Colombia,Casanare,Paz de Ariporo,2021-12-30T16:36:06+00:00,,,
151,focos_ams_24h.8b36b0e1-e1d7-38df-bafb-1acea7a025e2,Feature,geom,Point,"[-70.75, 4.82]",-70.75,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:36:01+00:00,,,
152,focos_ams_24h.b890ce2d-d1ce-3baa-b0b4-3a35b4f8defb,Feature,geom,Point,"[-70.77, 4.82]",-70.77,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:36:01+00:00,,,
153,focos_ams_24h.ba5e293c-9acd-3548-9f1d-ab45a5e204c1,Feature,geom,Point,"[-74.14, 0.53]",-74.14,0.53,GOES-16,Colombia,Caquetá,Cartagena del Chairá,2021-12-30T16:35:32+00:00,,,
154,focos_ams_24h.2feb93ac-eb13-3098-a985-8d6533405b26,Feature,geom,Point,"[-74.14, 0.55]",-74.14,0.55,GOES-16,Colombia,Caquetá,Cartagena del Chairá,2021-12-30T16:35:32+00:00,,,
155,focos_ams_24h.6dd8034b-39ea-3b46-b056-5cad2f2205c4,Feature,geom,Point,"[-53.49, -1.45]",-53.49,-1.45,GOES-16,Brasil,PARÁ,PRAINHA,2021-12-30T16:35:19+00:00,,,
156,focos_ams_24h.2bb525ad-ad7e-3fec-8bfd-e5c9cf2b3fe8,Feature,geom,Point,"[-67.75, 8.64]",-67.75,8.64,GOES-16,Venezuela,Guárico,Miranda,2021-12-30T16:26:26+00:00,,,
157,focos_ams_24h.47b780ec-cce9-3b7e-974f-a51d8980ee69,Feature,geom,Point,"[-67.76, 8.64]",-67.76,8.64,GOES-16,Venezuela,Guárico,Miranda,2021-12-30T16:26:26+00:00,,,
158,focos_ams_24h.172b6c04-6ef3-3af6-8c37-8a2619b0ff9a,Feature,geom,Point,"[-67.75, 8.66]",-67.75,8.66,GOES-16,Venezuela,Guárico,Miranda,2021-12-30T16:26:26+00:00,,,
159,focos_ams_24h.13941d18-ae63-3568-a7f2-0c5259770cd9,Feature,geom,Point,"[-67.76, 8.66]",-67.76,8.66,GOES-16,Venezuela,Guárico,Miranda,2021-12-30T16:26:26+00:00,,,
160,focos_ams_24h.daf009a9-3983-31aa-a8c4-447cbb9a540f,Feature,geom,Point,"[-70.95, 5.31]",-70.95,5.31,GOES-16,Colombia,Casanare,Trinidad,2021-12-30T16:26:05+00:00,,,
161,focos_ams_24h.8985d3e8-abb8-3a50-aa0e-7b9b49adee01,Feature,geom,Point,"[-53.47, -1.44]",-53.47,-1.44,GOES-16,Brasil,PARÁ,ALMEIRIM,2021-12-30T16:25:20+00:00,,,
162,focos_ams_24h.98488376-453b-31f4-9ee8-5017caaa4ed4,Feature,geom,Point,"[-53.51, -1.44]",-53.51,-1.44,GOES-16,Brasil,PARÁ,PRAINHA,2021-12-30T16:25:20+00:00,,,
163,focos_ams_24h.4aadff74-2f20-3d41-8dc0-0fea461be979,Feature,geom,Point,"[-53.47, -1.45]",-53.47,-1.45,GOES-16,Brasil,PARÁ,ALMEIRIM,2021-12-30T16:25:20+00:00,,,
164,focos_ams_24h.447defc2-3244-3286-a806-6be135e74f10,Feature,geom,Point,"[-53.49, -1.45]",-53.49,-1.45,GOES-16,Brasil,PARÁ,PRAINHA,2021-12-30T16:25:20+00:00,,,
165,focos_ams_24h.dc3f8948-4515-3a9d-856a-5ec34bdcd8a9,Feature,geom,Point,"[-55.99, -2.42]",-55.99,-2.42,GOES-16,Brasil,PARÁ,JURUTI,2021-12-30T16:25:12+00:00,,,
166,focos_ams_24h.4f7f77b0-bf8b-3f92-8ea0-7f773ec2a62a,Feature,geom,Point,"[-56.0, -2.42]",-56.0,-2.42,GOES-16,Brasil,PARÁ,JURUTI,2021-12-30T16:25:12+00:00,,,
167,focos_ams_24h.e9305f55-53b1-3dd3-ba70-b998a1a275c7,Feature,geom,Point,"[-64.98, -10.68]",-64.98,-10.68,GOES-16,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,2021-12-30T16:24:19+00:00,,,
168,focos_ams_24h.3d55899e-8550-3eb1-90f0-c4b68ca72b8a,Feature,geom,Point,"[-65.0, -10.68]",-65.0,-10.68,GOES-16,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,2021-12-30T16:24:19+00:00,,,
169,focos_ams_24h.6febf91f-8698-3666-82fd-ada1fb911935,Feature,geom,Point,"[-65.0, -10.7]",-65.0,-10.7,GOES-16,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,2021-12-30T16:24:17+00:00,,,
170,focos_ams_24h.1a6d5c51-80b6-3881-84c4-34c6fbd37ed5,Feature,geom,Point,"[-68.5, 6.69]",-68.5,6.69,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:16:14+00:00,,,
171,focos_ams_24h.8dd0fe32-467e-3808-b0cc-ccfb0a564f26,Feature,geom,Point,"[-70.74, 5.53]",-70.74,5.53,GOES-16,Colombia,Casanare,Paz de Ariporo,2021-12-30T16:16:06+00:00,,,
172,focos_ams_24h.701936c0-0160-3d29-b26f-1f6d32b4cc76,Feature,geom,Point,"[-70.76, 5.53]",-70.76,5.53,GOES-16,Colombia,Casanare,Paz de Ariporo,2021-12-30T16:16:06+00:00,,,
173,focos_ams_24h.26807e74-143b-38de-a707-682a19967d9e,Feature,geom,Point,"[-70.75, 4.82]",-70.75,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:16:01+00:00,,,
174,focos_ams_24h.5b3f3cbb-cde5-3cbe-bc9f-e9c8aed2bff6,Feature,geom,Point,"[-70.77, 4.82]",-70.77,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:16:01+00:00,,,
175,focos_ams_24h.dab7de75-b517-3b3a-b21d-b3dc24bced9e,Feature,geom,Point,"[-53.47, -1.44]",-53.47,-1.44,GOES-16,Brasil,PARÁ,ALMEIRIM,2021-12-30T16:15:19+00:00,,,
176,focos_ams_24h.e771f5da-8b51-31b3-be57-4644e9a37752,Feature,geom,Point,"[-53.49, -1.44]",-53.49,-1.44,GOES-16,Brasil,PARÁ,PRAINHA,2021-12-30T16:15:19+00:00,,,
177,focos_ams_24h.a29d3f0d-ef6d-3c15-8343-2e318dc3a7d7,Feature,geom,Point,"[-79.91, -2.22]",-79.91,-2.22,GOES-16,Ecuador,Guayas,Guayaquil,2021-12-30T16:15:14+00:00,,,
178,focos_ams_24h.cae4f9c7-9055-322c-82a4-2be35bc8b4e1,Feature,geom,Point,"[-55.99, -2.42]",-55.99,-2.42,GOES-16,Brasil,PARÁ,JURUTI,2021-12-30T16:15:14+00:00,,,
179,focos_ams_24h.675c214f-99cc-3a5b-b5e5-f0d57f465df6,Feature,geom,Point,"[-80.48, -3.54]",-80.48,-3.54,GOES-16,Peru,Tumbes,Tumbes,2021-12-30T16:15:06+00:00,,,
180,focos_ams_24h.443a0b3b-de91-3805-a854-dffc6c81040c,Feature,geom,Point,"[-80.48, -3.56]",-80.48,-3.56,GOES-16,Peru,Tumbes,Tumbes,2021-12-30T16:15:06+00:00,,,
181,focos_ams_24h.9b4448f7-9bcb-3048-92d0-42252236c197,Feature,geom,Point,"[-37.47, -4.8]",-37.47,-4.8,GOES-16,Brasil,CEARÁ,ARACATI,2021-12-30T16:14:58+00:00,,,
182,focos_ams_24h.ca5c256c-1cd0-379d-baef-c9fae0977021,Feature,geom,Point,"[-65.0, -10.68]",-65.0,-10.68,GOES-16,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,2021-12-30T16:14:18+00:00,,,
183,focos_ams_24h.74db1382-4953-3dda-866d-bcd9406cd897,Feature,geom,Point,"[-67.75, 8.66]",-67.75,8.66,GOES-16,Venezuela,Guárico,Miranda,2021-12-30T16:06:26+00:00,,,
184,focos_ams_24h.f104cb9b-810f-3a41-9651-ca3519bfeee1,Feature,geom,Point,"[-67.76, 8.66]",-67.76,8.66,GOES-16,Venezuela,Guárico,Miranda,2021-12-30T16:06:26+00:00,,,
185,focos_ams_24h.04daf8a8-093e-3e85-86b5-de18e31927b7,Feature,geom,Point,"[-68.52, 6.69]",-68.52,6.69,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T16:06:13+00:00,,,
186,focos_ams_24h.71b68504-9b10-322d-b6b1-921a7a91ad2e,Feature,geom,Point,"[-67.19, 6.32]",-67.19,6.32,GOES-16,Venezuela,Bolívar,Cedeño,2021-12-30T16:06:10+00:00,,,
187,focos_ams_24h.b32ef2fb-d1e0-3823-ba23-081c156e6f45,Feature,geom,Point,"[-70.75, 4.84]",-70.75,4.84,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:06:02+00:00,,,
188,focos_ams_24h.aebc0de8-2c36-37a2-9ddd-904d98f5207e,Feature,geom,Point,"[-70.77, 4.84]",-70.77,4.84,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:06:02+00:00,,,
189,focos_ams_24h.54fac819-c63c-3a41-b819-167928f151cf,Feature,geom,Point,"[-68.36, 4.93]",-68.36,4.93,GOES-16,Colombia,Vichada,Santa Rita,2021-12-30T16:06:02+00:00,,,
190,focos_ams_24h.5c8c4065-79f1-36f4-862e-3d90a06010f8,Feature,geom,Point,"[-68.38, 4.93]",-68.38,4.93,GOES-16,Colombia,Vichada,Santa Rita,2021-12-30T16:06:02+00:00,,,
191,focos_ams_24h.adc1df15-a7ef-356e-895d-bf5da245f3ef,Feature,geom,Point,"[-70.75, 4.8]",-70.75,4.8,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:06:00+00:00,,,
192,focos_ams_24h.76e308f0-55fd-396f-87c3-a99b7fcb4215,Feature,geom,Point,"[-70.77, 4.8]",-70.77,4.8,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:06:00+00:00,,,
193,focos_ams_24h.2d210c4d-dbae-3eed-9466-6ef51c176b67,Feature,geom,Point,"[-70.75, 4.82]",-70.75,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:06:00+00:00,,,
194,focos_ams_24h.8074f920-11c6-34b3-9973-046d2cb862cb,Feature,geom,Point,"[-70.79, 4.82]",-70.79,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T16:06:00+00:00,,,
195,focos_ams_24h.3c4b61cf-3a9e-36c8-a4a0-67a6aed17cad,Feature,geom,Point,"[-40.35, -3.07]",-40.35,-3.07,GOES-16,Brasil,CEARÁ,BELA CRUZ,2021-12-30T16:05:10+00:00,,,
196,focos_ams_24h.a0eee91f-1de0-3885-9c3e-db6fb1f62d56,Feature,geom,Point,"[-40.32, -3.05]",-40.32,-3.05,GOES-16,Brasil,CEARÁ,BELA CRUZ,2021-12-30T16:05:10+00:00,,,
197,focos_ams_24h.9b042a85-406c-35b4-9673-fe90cc91e9cf,Feature,geom,Point,"[-40.35, -3.05]",-40.35,-3.05,GOES-16,Brasil,CEARÁ,BELA CRUZ,2021-12-30T16:05:10+00:00,,,
198,focos_ams_24h.b3e31c1e-ce8a-38fe-a7d2-d0db287ce95a,Feature,geom,Point,"[-40.35, -3.04]",-40.35,-3.04,GOES-16,Brasil,CEARÁ,BELA CRUZ,2021-12-30T16:05:10+00:00,,,
199,focos_ams_24h.2a2555eb-c589-3f25-ae09-95c0848548e1,Feature,geom,Point,"[-37.54, -4.86]",-37.54,-4.86,GOES-16,Brasil,CEARÁ,ARACATI,2021-12-30T16:04:57+00:00,,,
200,focos_ams_24h.e6266905-6420-3644-8115-623a358f3dd5,Feature,geom,Point,"[-70.23, 8.69]",-70.23,8.69,GOES-16,Venezuela,Barinas,Barinas,2021-12-30T15:56:28+00:00,,,
201,focos_ams_24h.fa95ce77-d55f-347a-820b-7b18273aeb95,Feature,geom,Point,"[-68.5, 6.69]",-68.5,6.69,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T15:56:15+00:00,,,
202,focos_ams_24h.ec127905-6dc2-3cfc-bf5b-450c93dfcf1e,Feature,geom,Point,"[-68.52, 6.69]",-68.52,6.69,GOES-16,Venezuela,Apure,Achaguas,2021-12-30T15:56:15+00:00,,,
203,focos_ams_24h.357db9ba-42cc-3b36-97a3-32ecac033e54,Feature,geom,Point,"[-69.78, 5.86]",-69.78,5.86,GOES-16,Colombia,Vichada,La Primavera,2021-12-30T15:56:09+00:00,,,
204,focos_ams_24h.95d65e15-1d34-34d4-b1a2-0aa088d21bed,Feature,geom,Point,"[-70.09, 5.48]",-70.09,5.48,GOES-16,Colombia,Vichada,La Primavera,2021-12-30T15:56:07+00:00,,,
205,focos_ams_24h.0659f95b-c80b-3350-9be1-6010e2315ced,Feature,geom,Point,"[-70.09, 5.49]",-70.09,5.49,GOES-16,Colombia,Vichada,La Primavera,2021-12-30T15:56:07+00:00,,,
206,focos_ams_24h.4a8bb939-f968-3c1c-be0f-4769ed3625aa,Feature,geom,Point,"[-70.75, 4.82]",-70.75,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T15:56:01+00:00,,,
207,focos_ams_24h.3c2c2316-f6da-34e3-b81c-6faae96d6e19,Feature,geom,Point,"[-70.77, 4.82]",-70.77,4.82,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T15:56:01+00:00,,,
208,focos_ams_24h.f8afcd05-e63d-33c1-b60b-ee0c71e6c355,Feature,geom,Point,"[-70.77, 4.84]",-70.77,4.84,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T15:56:01+00:00,,,
209,focos_ams_24h.6da37f1e-0b07-3f39-a81e-d472d3152620,Feature,geom,Point,"[-70.79, 4.84]",-70.79,4.84,GOES-16,Colombia,Vichada,Santa Rosalía,2021-12-30T15:56:01+00:00,,,
210,focos_ams_24h.f63aa238-bcc0-3caf-933b-20f0e37cc657,Feature,geom,Point,"[-71.92, 3.54]",-71.92,3.54,GOES-16,Colombia,Meta,Puerto Gaitán,2021-12-30T15:55:53+00:00,,,
211,focos_ams_24h.441219b7-cb42-32b1-9412-48da558a2ae0,Feature,geom,Point,"[-77.56, -10.71]",-77.56,-10.71,GOES-16,Peru,Ancash,Ocros,2021-12-30T15:54:18+00:00,,,
212,focos_ams_24h.930787b7-51ad-369b-9019-10639c02393a,Feature,geom,Point,"[-65.0, -10.68]",-65.0,-10.68,GOES-16,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,2021-12-30T15:54:18+00:00,,,
213,focos_ams_24h.286000cf-eeba-319e-adae-aa2f6be8fbd7,Feature,geom,Point,"[-40.97461, -3.78695]",-40.97461,-3.78695,NPP-375,Brasil,CEARÁ,TIANGUÁ,2021-12-30T15:50:00+00:00,,,
214,focos_ams_24h.70c40660-3613-3c60-bfcf-bcc31e2c573e,Feature,geom,Point,"[-44.04379, -3.84638]",-44.04379,-3.84638,NPP-375,Brasil,MARANHÃO,COROATÁ,2021-12-30T15:50:00+00:00,,,
215,focos_ams_24h.cc89de20-128d-3fcf-8d92-378d81332620,Feature,geom,Point,"[-45.63238, -1.39364]",-45.63238,-1.39364,NPP-375,Brasil,MARANHÃO,CÂNDIDO MENDES,2021-12-30T15:50:00+00:00,,,
216,focos_ams_24h.a2b4bfd6-bb2f-3638-ad11-f31a5f098597,Feature,geom,Point,"[-41.36768, -3.83702]",-41.36768,-3.83702,NPP-375,Brasil,PIAUÍ,PIRACURUCA,2021-12-30T15:50:00+00:00,,,
217,focos_ams_24h.6cb3ef44-c071-3a35-bbb4-d1669e586376,Feature,geom,Point,"[-40.07161, -4.02871]",-40.07161,-4.02871,NPP-375,Brasil,CEARÁ,SOBRAL,2021-12-30T15:50:00+00:00,,,
218,focos_ams_24h.56bcce67-3e79-34f9-87ce-117937767e8b,Feature,geom,Point,"[-40.35339, -4.18205]",-40.35339,-4.18205,NPP-375,Brasil,CEARÁ,SANTA QUITÉRIA,2021-12-30T15:50:00+00:00,,,
219,focos_ams_24h.90417c6c-a940-3f6a-bd33-190aae979954,Feature,geom,Point,"[-40.71161, -4.27709]",-40.71161,-4.27709,NPP-375,Brasil,CEARÁ,IPU,2021-12-30T15:50:00+00:00,,,
220,focos_ams_24h.3baba100-2513-3db3-ab76-72395dd3fb60,Feature,geom,Point,"[-40.71121, -4.27777]",-40.71121,-4.27777,NPP-375,Brasil,CEARÁ,IPU,2021-12-30T15:50:00+00:00,,,
221,focos_ams_24h.f75a18ab-c240-386c-beff-3e3518ad6779,Feature,geom,Point,"[-40.3546, -4.31865]",-40.3546,-4.31865,NPP-375,Brasil,CEARÁ,HIDROLÂNDIA,2021-12-30T15:50:00+00:00,,,
222,focos_ams_24h.fa03990a-56c0-361e-8615-747a63174af6,Feature,geom,Point,"[-40.61407, -4.33594]",-40.61407,-4.33594,NPP-375,Brasil,CEARÁ,IPU,2021-12-30T15:50:00+00:00,,,
223,focos_ams_24h.b2f50190-7a69-3196-8ac7-b164ab944b26,Feature,geom,Point,"[-40.35343, -3.05516]",-40.35343,-3.05516,NPP-375,Brasil,CEARÁ,BELA CRUZ,2021-12-30T15:50:00+00:00,,,
224,focos_ams_24h.86c9967c-15fa-3bd0-9906-9dd214b55fa1,Feature,geom,Point,"[-40.3586, -3.05595]",-40.3586,-3.05595,NPP-375,Brasil,CEARÁ,BELA CRUZ,2021-12-30T15:50:00+00:00,,,
225,focos_ams_24h.5600d7ba-6f95-30fa-b122-82c5baaef480,Feature,geom,Point,"[-40.35066, -3.05653]",-40.35066,-3.05653,NPP-375,Brasil,CEARÁ,BELA CRUZ,2021-12-30T15:50:00+00:00,,,
226,focos_ams_24h.dd709613-97bb-3dbb-bb72-8b3c34118b2b,Feature,geom,Point,"[-40.36015, -3.05791]",-40.36015,-3.05791,NPP-375,Brasil,CEARÁ,BELA CRUZ,2021-12-30T15:50:00+00:00,,,
227,focos_ams_24h.e13a46c4-d132-3690-b170-3107aeeba838,Feature,geom,Point,"[-40.35006, -3.06053]",-40.35006,-3.06053,NPP-375,Brasil,CEARÁ,BELA CRUZ,2021-12-30T15:50:00+00:00,,,
228,focos_ams_24h.428ebb49-2e41-3dda-8dc2-ac0ba336bd71,Feature,geom,Point,"[-40.35523, -3.06128]",-40.35523,-3.06128,NPP-375,Brasil,CEARÁ,BELA CRUZ,2021-12-30T15:50:00+00:00,,,
229,focos_ams_24h.f0b3e45e-752e-3348-baf6-a5ba8bfa0ca6,Feature,geom,Point,"[-41.33325, -3.48817]",-41.33325,-3.48817,NPP-375,Brasil,PIAUÍ,COCAL,2021-12-30T15:50:00+00:00,,,
230,focos_ams_24h.967b0562-11fe-3a11-b752-f85e3f6584a9,Feature,geom,Point,"[-44.18378, -2.53943]",-44.18378,-2.53943,NPP-375,Brasil,MARANHÃO,PAÇO DO LUMIAR,2021-12-30T15:50:00+00:00,,,
231,focos_ams_24h.bb15c708-b838-3fa6-bd88-3b03e7cd1a3b,Feature,geom,Point,"[-38.83238, -3.99557]",-38.83238,-3.99557,NPP-375,Brasil,CEARÁ,MARANGUAPE,2021-12-30T15:50:00+00:00,,,
232,focos_ams_24h.f6de6604-ed1a-3548-a450-d0a0d12f0955,Feature,geom,Point,"[-39.17617, -3.41158]",-39.17617,-3.41158,NPP-375,Brasil,CEARÁ,PARAIPABA,2021-12-30T15:50:00+00:00,,,
233,focos_ams_24h.623a20ef-2bf8-3342-b435-bc06dd7a2779,Feature,geom,Point,"[-43.62535, -2.74639]",-43.62535,-2.74639,NPP-375,Brasil,MARANHÃO,HUMBERTO DE CAMPOS,2021-12-30T15:50:00+00:00,,,
234,focos_ams_24h.88836e43-c2fd-3d1c-b269-ddd7edb832f5,Feature,geom,Point,"[-45.88301, -1.3961]",-45.88301,-1.3961,NPP-375,Brasil,MARANHÃO,LUÍS DOMINGUES,2021-12-30T15:50:00+00:00,,,
235,focos_ams_24h.289e6def-3b1f-35ea-978d-e69af8dd8ad4,Feature,geom,Point,"[-42.13207, -2.93905]",-42.13207,-2.93905,NPP-375,Brasil,MARANHÃO,ÁGUA DOCE DO MARANHÃO,2021-12-30T15:50:00+00:00,,,
236,focos_ams_24h.25c0be9f-1c5f-3b1d-8dbd-1e0415cd7e89,Feature,geom,Point,"[-47.2352, -4.05465]",-47.2352,-4.05465,NPP-375,Brasil,MARANHÃO,ITINGA DO MARANHÃO,2021-12-30T15:50:00+00:00,,,
